Start Date,End Date,Pollster,Mode,Scope,Sample,LNC,ALP,GRN,PHON,IND,UND
2021-09-22,2021-09-26,Essential,Online,WA,106,0.38,0.41,0.07,0.02,0.05,0.07
2021-10-06,2021-10-10,Essential,Online,WA,106,0.38,0.41,0.06,0.03,0.05,0.07
2021-10-20,2021-10-24,Essential,Online,WA,173,0.36,0.41,0.08,0.03,0.07,0.05
2021-11-03,2021-11-07,Essential,Online,WA,106,0.38,0.38,0.08,0.04,0.07,0.05
2021-11-17,2021-11-21,Essential,Online,WA,106,0.36,0.39,0.08,0.03,0.06,0.08
2021-09-29,2021-12-04,Newspoll,Online,WA,602,0.36,0.44,0.07,0.06,0.07,0
2021-12-01,2021-12-06,Essential,Voting,WA,106,0.37,0.39,0.09,0.03,0.05,0.07
2021-12-08,2021-12-13,Essential,Voting,WA,106,0.33,0.43,0.1,0.02,0.05,0.07
2022-01-20,2022-01-23,Essential,Online,WA,97,0.31,0.44,0.1,0.03,0.06,0.06
2022-02-03,2022-02-06,Essential,Online,WA,104,0.35,0.42,0.08,0.02,0.07,0.06
2022-02-17,2022-02-20,Essential,Online,WA,106,0.37,0.41,0.08,0.03,0.05,0.06
2022-03-03,2022-03-06,Essential,Online,WA,106,0.37,0.39,0.1,0.04,0.03,0.07
2022-01-25,2022-03-12,Newspoll,Online,WA,568,0.36,0.4,0.09,0.07,0.08,0
2022-03-17,2022-03-20,Essential,Online,WA,106,0.35,0.4,0.1,0.04,0.05,0.06
2022-03-30,2022-04-03,Ipsos,Online/Phone,WA,248,0.34,0.37,0.11,0.05,0.06,0.07
2022-03-30,2022-04-05,Essential,Online,WA,95,0.37,0.4,0.09,0.03,0.05,0.06
