Start Date,End Date,Pollster,Mode,Scope,Sample,LNC,ALP,GRN,PHON,IND,UND
2021-11-17,2021-11-21,Essential,Online,VIC,280,0.4,0.34,0.1,0.03,0.07,0.06
2021-09-29,2021-12-04,Newspoll,Online,VIC,1731,0.35,0.4,0.1,0,0.08,0.07
2021-12-01,2021-12-06,Essential,Voting,VIC,280,0.38,0.36,0.06,0.01,0.09,0.1
2021-12-08,2021-12-13,Essential,Voting,VIC,280,0.35,0.4,0.06,0.04,0.08,0.07
2022-01-11,2022-01-15,Resolve Strategic,Online,VIC,411,0.29,0.4,0.11,0.01,0.12,0.07
2022-01-20,2022-01-23,Essential,Online,VIC,256,0.33,0.37,0.1,0.02,0.1,0.08
2022-02-03,2022-02-06,Essential,Online,VIC,274,0.36,0.36,0.09,0.04,0.09,0.06
2022-02-15,2022-02-20,Resolve Strategic,Online,VIC,411,0.31,0.31,0.11,0,0.2,0.07
2022-02-17,2022-02-20,Essential,Online,VIC,279,0.36,0.37,0.09,0.03,0.1,0.05
2022-03-03,2022-03-06,Essential,Online,VIC,279,0.34,0.36,0.12,0.02,0.07,0.09
2022-01-25,2022-03-12,Newspoll,Online,VIC,1565,0.33,0.42,0.11,0.01,0.06,0.07
2022-03-17,2022-03-20,Essential,Online,VIC,279,0.39,0.38,0.07,0.01,0.08,0.07
2022-03-30,2022-04-03,Ipsos,Online/Phone,VIC,657,0.31,0.37,0.09,0.03,0.13,0.07
2022-03-30,2022-04-03,Resolve Strategic,Online,VIC,414,0.34,0.36,0.11,0.01,0.11,0.07
2022-03-30,2022-04-05,Essential,Online,VIC,252,0.39,0.32,0.1,0.02,0.1,0.07
