Start Date,End Date,Pollster,Mode,Scope,Sample,LNC,ALP,GRN,PHON,IND,UND
2020-04-02,2020-04-05,Essential,Online,NAT,1069,0.36,0.35,0.1,0.03,0.08,0.08
2020-03-18,2020-05-23,Essential,Online,NAT,1068,0.38,0.35,0.1,0.05,0.05,0.07
2020-04-18,2020-04-26,Roy Morgan,Online/Phone,NAT,2806,0.435,0.33,0.115,0.03,0.09,0
2020-04-22,2020-04-25,Newspoll,Online,NAT,1519,0.41,0.36,0.12,0.04,0.07,0
2020-03-25,2020-05-30,Essential,Online,NAT,1068,0.4,0.32,0.1,0.05,0.06,0.07
2020-04-25,2020-05-03,Essential,Online,NAT,1054,0.4,0.34,0.1,0.04,0.05,0.07
2020-04-30,2020-05-03,Essential,Online,NAT,1093,0.38,0.34,0.1,0.04,0.06,0.08
2020-05-07,2020-05-10,Essential,Online,NAT,1067,0.41,0.31,0.09,0.03,0.08,0.08
2020-05-13,2020-05-16,Newspoll,Online,NAT,1504,0.43,0.35,0.1,0.03,0.09,0
2020-05-13,2020-05-16,Essential,Online,NAT,1073,0.38,0.35,0.08,0.03,0.07,0.09
2020-05-20,2020-05-23,Essential,Online,NAT,1087,0.39,0.33,0.11,0.05,0.05,0.07
2020-05-28,2020-05-31,Essential,Online,NAT,1059,0.39,0.32,0.1,0.05,0.07,0.07
2020-06-03,2020-06-06,Newspoll,Online,NAT,1512,0.42,0.34,0.12,0.04,0.08,0
2020-06-03,2020-06-07,Essential,Online,NAT,1073,0.4,0.33,0.09,0.04,0.06,0.08
2020-06-10,2020-06-14,Essential,Online,NAT,1087,0.38,0.35,0.09,0.05,0.06,0.07
2020-06-13,2020-06-21,Roy Morgan,Online/Phone,NAT,2593,0.425,0.345,0.105,0.04,0.085,0
2020-06-17,2020-06-21,Essential,Online,NAT,1079,0.39,0.33,0.1,0.05,0.06,0.07
2020-06-24,2020-06-27,Newspoll,Online,NAT,1521,0.42,0.35,0.11,0.03,0.09,0
2020-06-24,2020-06-28,Essential,Online,NAT,1058,0.39,0.33,0.09,0.04,0.07,0.08
2020-07-08,2020-07-12,Essential,Online,NAT,1054,0.37,0.34,0.1,0.04,0.06,0.09
2020-07-11,2020-07-19,Roy Morgan,Online/Phone,NAT,2589,0.435,0.335,0.11,0.025,0.095,0
2020-07-15,2020-07-18,Newspoll,Online,NAT,1850,0.44,0.34,0.1,0.04,0.08,0
2020-07-23,2020-07-26,Essential,Online,NAT,1058,0.38,0.35,0.09,0.04,0.06,0.08
2020-08-05,2020-08-08,Newspoll,Online,NAT,1509,0.43,0.33,0.11,0.04,0.09,0
2020-08-06,2020-08-09,Essential,Online,NAT,1010,0.38,0.34,0.09,0.04,0.05,0.1
2020-08-08,2020-08-16,Roy Morgan,Online/Phone,NAT,2841,0.46,0.325,0.11,0.03,0.075,0
2020-08-20,2020-08-23,Essential,Online,NAT,1050,0.39,0.35,0.09,0.04,0.06,0.07
2020-08-26,2020-08-29,Newspoll,Online,NAT,1507,0.41,0.36,0.11,0.03,0.09,0
2020-09-03,2020-09-06,Essential,Online,NAT,1076,0.38,0.32,0.1,0.03,0.09,0.08
2020-09-16,2020-09-19,Newspoll,Online,NAT,2068,0.43,0.34,0.12,0.03,0.08,0
2020-09-17,2020-09-21,Essential,Online,NAT,1050,0.41,0.31,0.1,0.04,0.05,0.09
2020-10-01,2020-10-05,Essential,Online,NAT,1050,0.39,0.34,0.09,0.05,0.06,0.07
2020-10-07,2020-10-10,Newspoll,Online,NAT,1527,0.44,0.34,0.11,0.03,0.08,0
2020-10-08,2020-10-12,Essential,Online,NAT,1050,0.4,0.33,0.09,0.03,0.07,0.08
2020-10-15,2020-10-19,Essential,Online,NAT,1082,0.39,0.35,0.09,0.03,0.06,0.08
2020-10-29,2020-11-02,Essential,Online,NAT,1063,0.39,0.35,0.09,0.03,0.05,0.09
2020-11-04,2020-11-07,Newspoll,Online,NAT,1510,0.43,0.34,0.11,0.03,0.09,0
2020-11-11,2020-11-16,Essential,Online,NAT,1010,0.38,0.35,0.09,0.04,0.07,0.07
2020-11-14,2020-11-22,Roy Morgan,Online/Phone,NAT,2824,0.42,0.34,0.12,0.04,0.08,0
2020-11-25,2020-11-28,Newspoll,Online,NAT,1511,0.43,0.36,0.11,0.02,0.08,0
2020-11-25,2020-11-30,Essential,Online,NAT,1034,0.41,0.33,0.08,0.04,0.06,0.08
2020-12-09,2020-12-14,Essential,Online,NAT,1071,0.37,0.35,0.08,0.04,0.07,0.09
2021-01-13,2021-01-18,Essential,Online,NAT,1084,0.4,0.33,0.1,0.03,0.07,0.07
2021-01-27,2021-01-30,Newspoll,Online,NAT,1512,0.42,0.36,0.1,0.03,0.09,0
2021-01-27,2021-02-01,Essential,Online,NAT,1092,0.37,0.35,0.1,0.03,0.07,0.08
2021-02-06,2021-02-14,Roy Morgan,Online/Phone,NAT,2786,0.4,0.345,0.13,0.035,0.09,0
2021-02-10,2021-02-15,Essential,Online,NAT,1109,0.39,0.35,0.08,0.04,0.08,0.06
2021-02-17,2021-02-20,Newspoll,Online,NAT,1504,0.42,0.37,0.1,0.03,0.08,0
2021-02-24,2021-03-01,Essential,Online,NAT,1074,0.37,0.34,0.09,0.04,0.09,0.07
2021-03-06,2021-03-14,Roy Morgan,Online/Phone,NAT,2747,0.41,0.345,0.125,0.025,0.095,0
2021-03-10,2021-03-13,Newspoll,Online,NAT,1521,0.39,0.39,0.1,0.03,0.09,0
2021-03-10,2021-03-15,Essential,Online,NAT,1124,0.38,0.34,0.09,0.03,0.09,0.07
2021-03-24,2021-03-27,Newspoll,Online,NAT,1517,0.4,0.38,0.11,0.02,0.09,0
2021-03-24,2021-03-28,Essential,Online,NAT,1100,0.39,0.36,0.08,0.03,0.07,0.07
2021-04-07,2021-04-12,Essential,Online,NAT,1368,0.37,0.36,0.1,0.03,0.07,0.07
2021-04-12,2021-04-16,Resolve Strategic,Online/Phone,NAT,2000,0.38,0.33,0.12,0.06,0.11,0
2021-04-21,2021-04-24,Newspoll,Online,NAT,1514,0.41,0.38,0.1,0.03,0.08,0
2021-04-21,2021-04-26,Essential,Online,NAT,1090,0.39,0.34,0.1,0.04,0.06,0.07
2021-05-05,2021-05-10,Essential,Online,NAT,1092,0.38,0.36,0.09,0.03,0.06,0.08
2021-05-12,2021-05-15,Newspoll,Online,NAT,1506,0.41,0.36,0.12,0.02,0.09,0
2021-05-12,2021-05-16,Resolve Strategic,Online,NAT,1622,0.39,0.35,0.12,0.02,0.12,0
2021-05-19,2021-05-24,Essential,Online,NAT,1100,0.37,0.35,0.1,0.03,0.07,0.08
2021-05-29,2021-06-06,Roy Morgan,Online/Phone,NAT,2817,0.4,0.355,0.115,0.03,0.1,0
2021-06-02,2021-06-05,Newspoll,Online,NAT,1516,0.41,0.36,0.11,0.03,0.09,0
2021-06-02,2021-06-06,Essential,Online,NAT,1104,0.38,0.35,0.1,0.04,0.06,0.07
2021-06-08,2021-06-12,Resolve Strategic,Online,NAT,1600,0.4,0.36,0.1,0.03,0.11,0
2021-06-12,2021-06-20,Roy Morgan,Online/Phone,NAT,2782,0.415,0.345,0.12,0.035,0.085,0
2021-06-16,2021-06-20,Essential,Online,NAT,1087,0.38,0.36,0.1,0.04,0.05,0.07
2021-06-23,2021-06-27,Newspoll,Online,NAT,1513,0.41,0.37,0.11,0.03,0.08,0
2021-06-30,2021-07-04,Essential,Online,NAT,1099,0.37,0.36,0.08,0.04,0.07,0.08
2021-07-10,2021-07-18,Roy Morgan,Online/Phone,NAT,2737,0.39,0.37,0.115,0.03,0.095,0
2021-07-13,2021-07-17,Resolve Strategic,Online,NAT,1607,0.38,0.35,0.12,0.04,0.11,0
2021-07-14,2021-07-17,Newspoll,Online,NAT,1506,0.39,0.39,0.1,0.03,0.09,0
2021-07-14,2021-07-18,Essential,Online,NAT,1100,0.37,0.36,0.1,0.04,0.05,0.08
2021-07-24,2021-08-01,Roy Morgan,Online/Phone,NAT,2709,0.37,0.37,0.125,0.03,0.105,0
2021-07-28,2021-08-01,Essential,Online,NAT,1057,0.38,0.35,0.09,0.04,0.06,0.08
2021-08-04,2021-08-07,Newspoll,Online,NAT,1527,0.39,0.39,0.11,0.03,0.08,0
2021-08-07,2021-08-15,Roy Morgan,Online/Phone,NAT,2747,0.375,0.375,0.125,0.035,0.09,0
2021-08-11,2021-08-15,Essential,Online,NAT,1100,0.37,0.36,0.09,0.03,0.07,0.08
2021-08-17,2021-08-21,Resolve Strategic,Online,NAT,1607,0.4,0.32,0.12,0.02,0.14,0
2021-08-21,2021-08-29,Roy Morgan,Online/Phone,NAT,2735,0.375,0.385,0.115,0.03,0.095,0
2021-08-25,2021-08-28,Newspoll,Online,NAT,1528,0.36,0.4,0.1,0.03,0.11,0
2021-08-25,2021-08-29,Essential,Online,NAT,1100,0.38,0.36,0.1,0.04,0.05,0.07
2021-09-04,2021-09-12,Roy Morgan,Online/Phone,NAT,2753,0.385,0.35,0.13,0.03,0.105,0
2021-09-08,2021-09-12,Essential,Online,NAT,1100,0.38,0.34,0.08,0.04,0.08,0.08
2021-09-15,2021-09-18,Newspoll,Online,NAT,2144,0.37,0.38,0.1,0.03,0.12,0
2021-09-15,2021-09-19,Resolve Strategic,Online,NAT,1606,0.39,0.31,0.1,0.04,0.16,0
2021-09-18,2021-09-26,Roy Morgan,Online/Phone,NAT,2752,0.36,0.36,0.125,0.035,0.12,0
2021-09-22,2021-09-26,Essential,Online,NAT,1094,0.38,0.36,0.09,0.03,0.08,0.06
2021-09-29,2021-10-02,Newspoll,Online,NAT,1545,0.37,0.37,0.11,0.02,0.13,0
2021-10-02,2021-10-09,Roy Morgan,Online/Phone,NAT,2794,0.375,0.36,0.115,0.03,0.12,0
2021-10-06,2021-10-10,Essential,Online,NAT,1097,0.36,0.34,0.09,0.04,0.08,0.09
2021-10-16,2021-10-24,Roy Morgan,Online/Phone,NAT,2778,0.365,0.35,0.135,0.035,0.115,0
2021-10-20,2021-10-23,Newspoll,Online,NAT,1515,0.35,0.38,0.11,0.03,0.13,0
2021-10-20,2021-10-24,Resolve Strategic,Online,NAT,1781,0.37,0.34,0.11,0.03,0.15,0
2021-10-20,2021-10-24,Essential,Online,NAT,1781,0.37,0.36,0.1,0.03,0.08,0.06
2021-10-30,2021-11-07,Roy Morgan,Online/Phone,NAT,2723,0.365,0.35,0.115,0.03,0.14,0
2021-11-03,2021-11-07,Essential,Online,NAT,1089,0.37,0.35,0.09,0.03,0.06,0.1
2021-11-10,2021-11-13,Newspoll,Online,NAT,1524,0.37,0.38,0.11,0.02,0.12,0
2021-11-13,2021-11-21,Roy Morgan,Online/Phone,NAT,2795,0.355,0.355,0.12,0.035,0.135,0
2021-11-17,2021-11-21,Resolve Strategic,Online,NAT,1781,0.39,0.32,0.11,0.03,0.15,0
2021-11-17,2021-11-21,Essential,Online,NAT,1095,0.37,0.36,0.1,0.04,0.06,0.07
2021-11-27,2021-12-05,Roy Morgan,Online/Phone,NAT,2805,0.345,0.36,0.125,0.035,0.135,0
2021-12-01,2021-12-04,Newspoll,Online,NAT,1518,0.36,0.38,0.1,0.03,0.13,0
2021-12-01,2021-12-06,Essential,Voting,NAT,1094,0.38,0.35,0.1,0.03,0.06,0.08
2021-12-08,2021-12-13,Essential,Voting,NAT,1095,0.36,0.36,0.09,0.04,0.07,0.08
2022-01-04,2022-01-16,Roy Morgan,Online/Phone,NAT,2791,0.345,0.37,0.12,0.03,0.135,0
2022-01-11,2022-01-15,Resolve Strategic,Online,NAT,1607,0.34,0.35,0.11,0.03,0.17,0
2022-01-20,2022-01-23,Essential,Online,NAT,1001,0.36,0.37,0.08,0.03,0.08,0.08
2022-01-17,2022-01-30,Roy Morgan,Online/Phone,NAT,2783,0.33,0.375,0.115,0.035,0.145,0
2022-01-25,2022-01-28,Newspoll,Online,NAT,1526,0.34,0.41,0.11,0.03,0.11,0
2022-02-03,2022-02-06,Essential,Online,NAT,1069,0.37,0.35,0.09,0.04,0.07,0.08
2022-01-31,2022-02-13,Roy Morgan,Online/Phone,NAT,2796,0.33,0.385,0.115,0.04,0.13,0
2022-02-09,2022-02-12,Newspoll,Online,NAT,1526,0.34,0.41,0.08,0.03,0.14,0
2022-02-15,2022-02-20,Resolve Strategic,Online,NAT,1604,0.33,0.35,0.1,0.03,0.19,0
2022-02-17,2022-02-20,Essential,Online,NAT,1089,0.35,0.38,0.09,0.05,0.07,0.06
2022-02-14,2022-02-23,Roy Morgan,Online/Phone,NAT,2261,0.325,0.375,0.125,0.035,0.14,0
2022-02-23,2022-02-26,Newspoll,Online,NAT,1525,0.35,0.41,0.09,0.03,0.12,0
2022-02-24,2022-03-06,Roy Morgan,Online/Phone,NAT,1923,0.34,0.375,0.115,0.035,0.135,0
2022-03-03,2022-03-06,Essential,Online,NAT,1089,0.36,0.35,0.1,0.03,0.09,0.07
2022-03-09,2022-03-12,Newspoll,Online,NAT,1520,0.35,0.41,0.08,0.03,0.13,0
2022-03-14,2022-03-20,Roy Morgan,Online/Phone,NAT,1418,0.31,0.375,0.12,0.03,0.165,0
2022-03-17,2022-03-20,Essential,Online,NAT,1091,0.37,0.37,0.09,0.03,0.07,0.07
2022-03-21,2022-03-27,Roy Morgan,Online/Phone,NAT,1404,0.33,0.355,0.125,0.035,0.155,0
2022-03-28,2022-04-03,Roy Morgan,Online/Phone,NAT,1367,0.33,0.395,0.11,0.035,0.13,0
2022-03-30,2022-04-03,Ipsos,Online/Phone,NAT,2563,0.31,0.35,0.1,0.04,0.13,0.07
2022-03-30,2022-04-03,Resolve Strategic,Online,NAT,1618,0.34,0.38,0.11,0.02,0.15,0
2022-03-31,2022-04-03,Newspoll,Online,NAT,1531,0.36,0.38,0.1,0.03,0.13,0
2022-03-30,2022-04-05,Essential,Online,NAT,984,0.37,0.36,0.1,0.04,0.08,0.05
2022-04-04,2022-04-10,Roy Morgan,Online/Phone,NAT,1384,0.325,0.36,0.125,0.05,0.14,0
2022-04-06,2022-04-09,Newspoll,Online,NAT,1506,0.36,0.37,0.1,0.03,0.14,0
