Division,Incumbent,Result,Margin,predProb,predResult,predMargin,predSwing,predWinner,2-Party-Contest
Cooper,Labor,0.646,0.14600000000000002,0.9982768698761706,0.6638946739232655,0.1638946739232655,0.01789467392326549,Labor,Yes
Dawson,Coalition,0.354,0.14600000000000002,0.9858404013073938,0.3570648471017902,0.1429351528982098,0.0030648471017902246,Coalition,Yes
Calwell,Labor,0.688,0.18799999999999994,0.9999869023794334,0.6303863699065257,0.13038636990652575,-0.057613630093474096,Labor,Yes
Macquarie,Labor,0.502,0.0020000000000000018,0.5882645071753586,0.6145689245728277,0.11456892457282775,0.11256892457282774,Labor,Yes
Whitlam,Labor,0.609,0.10899999999999999,0.9960529353865646,0.6269987243784635,0.1269987243784635,0.017998724378463393,Labor,Yes
Berowra,Coalition,0.344,0.15600000000000003,0.9960653896329925,0.42404051942763665,0.07595948057236335,0.0800405194276368,Coalition,Yes
Cunningham,Labor,0.634,0.134,0.9954445850248979,0.655719789349384,0.15571978934938402,0.021719789349384015,Labor,Yes
Macarthur,Labor,0.584,0.08399999999999996,0.9615061585322371,0.6153899234430588,0.11538992344305876,0.0313899234430588,Labor,Yes
Eden-Monaro,Labor,0.508,0.008000000000000007,0.7100354296440601,0.5948335128885253,0.09483351288852526,0.08683351288852524,Labor,Yes
Banks,Coalition,0.437,0.063,0.7681413508476627,0.4587603614943713,0.04123963850562867,0.021760361494371435,Coalition,Yes
Hasluck,Coalition,0.446,0.05399999999999999,0.5890144701905143,0.48229325221690805,0.017706747783091947,0.03629325221690816,Coalition,Yes
Grayndler,Labor,0.663,0.16300000000000003,0.9998668502980397,0.7168390368022618,0.2168390368022618,0.05383903680226212,Labor,Yes
Hindmarsh,Labor,0.565,0.06499999999999995,0.953729004388745,0.6615686391123237,0.16156863911232366,0.09656863911232381,Labor,Yes
Blaxland,Labor,0.647,0.14700000000000002,0.9997331321879097,0.6523494184000469,0.1523494184000469,0.005349418400046768,Labor,Yes
Fisher,Coalition,0.373,0.127,0.970614414148641,0.4103719545924406,0.08962804540755942,0.037371954592440575,Coalition,Yes
Leichhardt,Coalition,0.458,0.04199999999999998,0.6049048362302291,0.5260439037657832,0.02604390376578325,0.06804390376578315,Labor,Yes
Bendigo,Labor,0.59,0.08999999999999997,0.9865665812893111,0.6092065737780609,0.10920657377806087,0.019206573778060784,Labor,Yes
Scullin,Labor,0.717,0.21699999999999997,0.9999985770467487,0.7095778891024913,0.2095778891024913,-0.007422110897508549,Labor,Yes
Bruce,Labor,0.642,0.14200000000000002,0.9991078065821275,0.7356177906862282,0.23561779068622823,0.09361779068622798,Labor,Yes
Grey,Coalition,0.367,0.133,0.9872743991470534,0.380876687309056,0.119123312690944,0.013876687309056059,Coalition,Yes
Dickson,Coalition,0.454,0.045999999999999985,0.6109028005930779,0.6013192576241505,0.1013192576241505,0.14731925762415066,Labor,Yes
Lalor,Labor,0.624,0.124,0.9980174514475393,0.6929061207595787,0.1929061207595787,0.06890612075957879,Labor,Yes
Jagajaga,Labor,0.566,0.06599999999999995,0.9338575084408846,0.561145819613178,0.061145819613178,-0.00485418038682206,Labor,Yes
Ballarat,Labor,0.61,0.10999999999999999,0.994352085398073,0.6501293275944132,0.15012932759441322,0.04012932759441313,Labor,Yes
Hume,Coalition,0.37,0.13,0.9727227837322963,0.3770687884922625,0.1229312115077375,0.007068788492262615,Coalition,Yes
O'Connor,Coalition,0.355,0.14500000000000002,0.9690551847130603,0.5302871000978033,0.030287100097803332,0.17528710009780346,Labor,Yes
Gippsland,Coalition,0.333,0.16699999999999998,0.9980964592092403,0.33366126253267353,0.16633873746732647,0.0006612625326735677,Coalition,Yes
Tangney,Coalition,0.385,0.11499999999999999,0.8459786804648028,0.41137406353441747,0.08862593646558253,0.026374063534417562,Coalition,Yes
Chisholm,Coalition,0.494,0.006000000000000005,0.6669800260263115,0.4813210329661255,0.018678967033874505,-0.0126789670338745,Coalition,Yes
Lyons,Labor,0.552,0.052000000000000046,0.9289499914747783,0.5382304551024433,0.03823045510244327,-0.013769544897556774,Labor,Yes
Riverina,Coalition,0.305,0.195,0.9997533070043391,0.36033279326410617,0.13966720673589383,0.055332793264106214,Coalition,Yes
New England,Coalition,0.0,0.5,1.0,0.05415925036980982,0.44584074963019016,0.05415925036980982,Coalition,Yes
Blair,Labor,0.512,0.01200000000000001,0.7644779005123656,0.42789617536294505,0.07210382463705495,-0.0841038246370551,Coalition,Yes
Hughes,Coalition,0.402,0.09799999999999998,0.940978754036718,0.4654538286662418,0.0345461713337582,0.06345382866624188,Coalition,Yes
Moncrieff,Coalition,0.346,0.15400000000000003,0.9920828110986587,0.39000263181731976,0.10999736818268024,0.0440026318173199,Coalition,Yes
Bradfield,Coalition,0.334,0.16599999999999998,0.9975986784868659,0.3769514721368576,0.12304852786314241,0.04295147213685739,Coalition,Yes
Wannon,Coalition,0.396,0.10399999999999998,0.9455258653216201,0.44297711643390825,0.05702288356609175,0.046977116433908214,Coalition,Yes
Barker,Coalition,0.311,0.189,0.9989418840323956,0.32731667597589803,0.17268332402410197,0.01631667597589792,Coalition,Yes
Fadden,Coalition,0.358,0.14200000000000002,0.9823383142804158,0.4493784790796363,0.050621520920363705,0.0913784790796364,Coalition,Yes
Deakin,Coalition,0.452,0.04799999999999999,0.6732168312909865,0.5322282345731765,0.03222823457317647,0.08022823457317635,Labor,Yes
Cowan,Labor,0.508,0.008000000000000007,0.8663543181649542,0.6455482587626992,0.14554825876269917,0.13754825876269905,Labor,Yes
Reid,Coalition,0.468,0.03199999999999997,0.597359252130251,0.5315429771387673,0.0315429771387673,0.06354297713876718,Labor,Yes
Spence,Labor,0.641,0.14100000000000001,0.9988485029823273,0.6372629103337434,0.13726291033374338,-0.003737089666256743,Labor,Yes
Durack,Coalition,0.352,0.14800000000000002,0.9823207014184537,0.3544343895732174,0.14556561042678262,0.0024343895732174547,Coalition,Yes
Watson,Labor,0.635,0.135,0.9990484790881585,0.635847104893377,0.13584710489337704,0.0008471048933770264,Labor,Yes
Lingiari,Labor,0.555,0.05500000000000005,0.9331010669339108,0.5601505072013692,0.06015050720136916,0.0051505072013692255,Labor,Yes
Ryan,Coalition,0.44,0.06,0.6949395045976817,0.4846279080293268,0.015372091970673185,0.044627908029326854,Coalition,Yes
Lyne,Coalition,0.348,0.15200000000000002,0.9956941482335318,0.40461860513241305,0.09538139486758695,0.05661860513241308,Coalition,Yes
Oxley,Labor,0.564,0.06399999999999995,0.9713287221827114,0.5578894560205471,0.05788945602054707,-0.006110543979452765,Labor,Yes
Makin,Labor,0.597,0.09699999999999998,0.9903280768507419,0.5860116204960144,0.08601162049601441,-0.01098837950398579,Labor,Yes
Moore,Coalition,0.383,0.11699999999999999,0.8964069109081825,0.40822894176079766,0.09177105823920234,0.025228941760797756,Coalition,Yes
Forrest,Coalition,0.354,0.14600000000000002,0.9650133811651749,0.4225310157962477,0.07746898420375231,0.06853101579624778,Coalition,Yes
Hinkler,Coalition,0.355,0.14500000000000002,0.9765970507838586,0.4090891898188502,0.09091081018114983,0.05408918981885018,Coalition,Yes
Aston,Coalition,0.399,0.10099999999999998,0.940358266674824,0.4686071232534433,0.03139287674655672,0.06960712325344338,Coalition,Yes
Bean,Labor,0.575,0.07499999999999996,0.9713853243613222,0.6844018473491893,0.1844018473491893,0.10940184734918898,Labor,Yes
Perth,Labor,0.549,0.049000000000000044,0.9738325303259558,0.6154599683071194,0.11545996830711935,0.06645996830711909,Labor,Yes
Groom,Coalition,0.295,0.20500000000000002,0.9996335682269448,0.30618257475333105,0.19381742524666895,0.01118257475333106,Coalition,Yes
Chifley,Labor,0.624,0.124,0.9987102342331927,0.5834722379149353,0.0834722379149353,-0.04052776208506447,Labor,Yes
Lindsay,Coalition,0.45,0.04999999999999999,0.6889658016055479,0.4714961497690002,0.028503850230999828,0.02149614976900004,Coalition,Yes
Fenner,Labor,0.61,0.10999999999999999,0.9969104129459634,0.6646355798346303,0.16463557983463029,0.054635579834630514,Labor,Yes
Canberra,Labor,0.671,0.17100000000000004,0.9999640163754333,0.6341581985240916,0.1341581985240916,-0.03684180147590844,Labor,Yes
Hotham,Labor,0.559,0.05900000000000005,0.9422662401538329,0.47612738014447265,0.023872619855527355,-0.08287261985552742,Coalition,Yes
Cowper,Coalition,0.0,0.5,1.0,0.0,0.5,0.0,Coalition,Yes
Corangamite,Labor,0.511,0.01100000000000001,0.7358153342378928,0.5315630192018894,0.03156301920188942,0.02056301920188952,Labor,Yes
Griffith,Labor,0.529,0.029000000000000026,0.8926370923322697,0.5349666087459609,0.034966608745960914,0.0059666087459608885,Labor,Yes
Braddon,Coalition,0.469,0.031000000000000028,0.542187510263789,0.5441484640830273,0.044148464083027306,0.07514846408302735,Labor,Yes
Sturt,Coalition,0.431,0.069,0.8125183077567943,0.41565508088919445,0.08434491911080555,-0.015344919110805594,Coalition,Yes
Capricornia,Coalition,0.376,0.124,0.9593133780478577,0.4211527446992289,0.07884725530077108,0.04515274469922899,Coalition,Yes
Stirling,Coalition,0.444,0.055999999999999994,0.5683479388668008,0.5433097228065941,0.043309722806594064,0.09930972280659393,Labor,Yes
Dunkley,Labor,0.527,0.027000000000000024,0.7995688148026263,0.5695108929354138,0.06951089293541379,0.04251089293541387,Labor,Yes
Brisbane,Coalition,0.451,0.04899999999999999,0.598042973875565,0.45439674238270295,0.045603257617297055,0.003396742382702822,Coalition,Yes
Bonner,Coalition,0.426,0.07400000000000001,0.7376035065495328,0.4913134692001773,0.008686530799822678,0.06531346920017729,Coalition,Yes
McEwen,Labor,0.55,0.050000000000000044,0.9044249577927339,0.5487572495465312,0.048757249546531156,-0.0012427504534691103,Labor,Yes
Macnamara,Labor,0.562,0.062000000000000055,0.9471745707748054,0.5392138588918204,0.039213858891820386,-0.022786141108179548,Labor,Yes
Wide Bay,Coalition,0.369,0.131,0.9750033908198061,0.4173741238388288,0.08262587616117117,0.04837412383882894,Coalition,Yes
Bowman,Coalition,0.398,0.10199999999999998,0.9118672836147675,0.3878675597296024,0.1121324402703976,-0.010132440270397449,Coalition,Yes
Kingston,Labor,0.619,0.119,0.9995444058400469,0.7754358759378442,0.27543587593784424,0.15643587593784425,Labor,Yes
Page,Coalition,0.406,0.09399999999999997,0.9269457744272569,0.4450791835244691,0.054920816475530876,0.03907918352446894,Coalition,Yes
Maribyrnong,Labor,0.612,0.11199999999999999,0.9950976680443963,0.6767717864824432,0.17677178648244318,0.06477178648244288,Labor,Yes
Kingsford Smith,Labor,0.588,0.08799999999999997,0.9852096830345944,0.6646359449977526,0.16463594499775258,0.0766359449977525,Labor,Yes
Parkes,Coalition,0.331,0.16899999999999998,0.9983049610702471,0.34597888310023706,0.15402111689976294,0.014978883100237041,Coalition,Yes
Holt,Labor,0.587,0.08699999999999997,0.9849769255612404,0.5877361576645156,0.08773615766451559,0.0007361576645156243,Labor,Yes
Boothby,Coalition,0.486,0.014000000000000012,0.5565685508696336,0.4643099036930682,0.03569009630693182,-0.021690096306931802,Coalition,Yes
Kooyong,Coalition,0.443,0.056999999999999995,0.6749984106893502,0.46440870874542833,0.035591291254571666,0.021408708745428058,Coalition,Yes
Gellibrand,Labor,0.648,0.14800000000000002,0.9996771016664944,0.7320858175734419,0.23208581757344193,0.08408581757344169,Labor,Yes
Parramatta,Labor,0.535,0.03500000000000003,0.8749285882223101,0.6251650622695558,0.12516506226955582,0.09016506226955567,Labor,Yes
Wentworth,Coalition,0.0,0.5,1.0,0.04660628162567939,0.45339371837432063,0.04660628162567939,Coalition,Yes
Dobell,Labor,0.515,0.015000000000000013,0.779676806088972,0.6256563080914884,0.12565630809148842,0.11065630809148853,Labor,Yes
Nicholls,Coalition,0.3,0.2,0.999849198050061,0.3103214801095756,0.1896785198904244,0.01032148010957556,Coalition,Yes
Sydney,Labor,0.687,0.18700000000000006,0.9999882801068156,0.6874239414584815,0.1874239414584815,0.0004239414584816803,Labor,Yes
Calare,Coalition,0.367,0.133,0.9885873365348932,0.2648315543131968,0.23516844568680317,-0.1021684456868031,Coalition,Yes
Flinders,Coalition,0.444,0.055999999999999994,0.7572915630075516,0.5010934757209047,0.0010934757209046797,0.05709347572090469,Labor,Yes
Fairfax,Coalition,0.366,0.134,0.9821508586277197,0.44631378683600276,0.05368621316399724,0.08031378683600288,Coalition,Yes
Werriwa,Labor,0.555,0.05500000000000005,0.9170600451594715,0.6216855056507383,0.12168550565073832,0.06668550565073815,Labor,Yes
Longman,Coalition,0.467,0.032999999999999974,0.5345797647384638,0.4285082719260335,0.07149172807396648,-0.038491728073966607,Coalition,Yes
Newcastle,Labor,0.638,0.138,0.9993662202268525,0.7014277113381702,0.20142771133817017,0.06342771133817028,Labor,Yes
